EMA_short,EMA_long,Total_Trades,Profit_Trades,Loss_Trades,Net_Profit
12,34,114,45,69,1148654.393
15,28,112,45,67,1148573.876
5,56,144,47,97,1148445.561
42,65,40,14,26,1148130.075
14,98,64,19,45,1148065.23
39,47,56,19,37,1147889.502
14,34,110,43,67,1147674.653
15,100,66,18,48,1147034.325
37,69,42,15,27,1146655.225
15,89,64,19,45,1146245.211
50,57,40,14,26,1146160.447
6,80,106,34,72,1146002.937
23,93,44,14,30,1145709.474
21,75,54,19,35,1145524.608
41,66,40,14,26,1145129.977
17,41,92,34,58,1145019.239
20,22,108,43,65,1144994.628
38,68,44,15,29,1144780.177
9,42,118,45,73,1144250.682
5,81,114,35,79,1144184.182
38,48,54,19,35,1144079.639
52,55,40,14,26,1143820.409
53,54,40,14,26,1143820.409
22,94,46,15,31,1143758.84
17,91,58,17,41,1143705.42
11,32,122,46,76,1143680.22
10,38,120,46,74,1143279.638
17,88,66,18,48,1143224.217
40,55,48,17,31,1143090.673
8,86,86,28,58,1142720.121
25,76,50,17,33,1142474.954
7,44,128,47,81,1142240.09
47,57,42,15,27,1141650.339
48,56,42,15,27,1141650.339
24,32,84,34,50,1141559.765
12,17,170,63,107,1141479.735
15,46,84,33,51,1141459.085
6,73,104,34,70,1141454.205
18,85,62,18,44,1141363.769
22,33,88,35,53,1141288.963
41,62,44,15,29,1141285.108
15,40,96,37,59,1140350.096
45,49,48,17,31,1140220.361
46,48,48,17,31,1140220.361
17,87,64,18,46,1139804.297
10,73,86,28,58,1139528.907
25,30,88,34,54,1139329.295
16,40,96,35,61,1138909.959
44,51,48,17,31,1138850.439
39,65,42,15,27,1138275.05
14,37,112,43,69,1138044.524
13,35,114,46,68,1137954.639
38,70,40,15,25,1137910.056
8,53,112,40,72,1137894.972
34,73,42,15,27,1137875.343
31,83,42,14,28,1137595.215
39,66,44,15,29,1137420.264
22,24,102,41,61,1137269.479
6,75,106,33,73,1137244.147
26,74,48,17,31,1137174.659
13,16,170,62,108,1136919.578
6,59,114,42,72,1136544.584
10,46,112,42,70,1136464.5
41,67,40,14,26,1136240.231
20,77,54,19,35,1136174.608
20,95,52,16,36,1136154.834
8,88,88,29,59,1135959.477
14,33,110,45,65,1135923.875
5,82,112,35,77,1135583.987
23,78,50,17,33,1135494.779
15,84,60,19,41,1135494.676
13,37,112,45,67,1135164.103
19,96,58,15,43,1135114.795
11,39,114,45,69,1135075.729
10,37,122,46,76,1134959.913
26,29,88,34,54,1134669.334
27,28,88,34,54,1134669.334
42,64,42,15,27,1134079.685
22,82,50,16,34,1133935.209
16,99,62,16,46,1133704.052
9,74,90,31,59,1133469.436
17,99,60,15,45,1133144.777
21,28,100,40,60,1132910.59
22,95,46,14,32,1132679.15
16,43,94,34,60,1132659.476
16,98,62,16,46,1132484.525
7,41,138,51,87,1132469.826
44,66,42,14,28,1132320.407
48,61,42,14,28,1132295.212
29,85,42,14,28,1132184.864
34,53,56,19,37,1132130.029
9,72,90,30,60,1132059.085
8,72,96,30,66,1132038.384
17,33,106,41,65,1132029.925
30,84,42,15,27,1131975.098
11,33,120,45,75,1131810.544
18,39,90,35,55,1131609.276
13,33,110,44,66,1131464.353
6,74,106,34,72,1131144.342
10,45,114,43,71,1130914.693
39,69,40,14,26,1130689.938
39,67,42,15,27,1130500.097
21,85,52,17,35,1130485.501
8,76,90,30,60,1130058.695
21,93,50,16,34,1129674.463
39,56,48,17,31,1129660.692
8,51,116,40,76,1128595.365
20,89,52,16,36,1128464.799
40,68,40,14,26,1128109.958
41,69,42,14,28,1127980.077
15,91,62,18,44,1127944.724
17,32,104,42,62,1127919.085
18,24,110,44,66,1127734.032
39,73,42,14,28,1127609.569
15,92,62,18,44,1127264.548
9,80,90,26,64,1127204.886
20,23,106,43,63,1127074.314
19,80,60,19,41,1127015.039
34,77,40,14,26,1126509.862
19,97,56,15,41,1126434.814
28,88,42,14,28,1126425.098
8,69,98,32,66,1126209.576
43,66,42,14,28,1125700.291
5,76,118,36,82,1125693.85
8,39,130,45,85,1125580.175
40,64,44,15,29,1125475.147
7,83,96,31,65,1124968.655
17,25,112,45,67,1124793.993
22,84,50,16,34,1124704.934
38,67,42,15,27,1124675.147
5,74,120,36,84,1124534.182
7,42,130,50,80,1124529.836
21,25,102,41,61,1124329.732
7,94,86,28,58,1124313.725
14,56,80,31,49,1124159.767
27,89,44,15,29,1124135.158
9,73,90,31,59,1124109.086
42,68,42,14,28,1124020.116
23,31,90,35,55,1123168.848
40,65,42,15,27,1123140.185
22,90,50,16,34,1123089.601
46,49,48,17,31,1122970.653
19,95,56,15,41,1122464.502
22,77,52,17,35,1122385.16
14,99,64,19,45,1122325.436
42,70,40,14,26,1121994.432
37,70,44,15,29,1121650.099
7,73,100,31,69,1121374.224
8,68,102,33,69,1121224.518
17,86,62,18,44,1120994.142
36,73,42,15,27,1120489.939
21,26,100,41,59,1120489.789
16,84,60,19,41,1120074.755
23,82,50,16,34,1119684.621
19,35,94,36,58,1119448.536
25,75,50,17,33,1119364.798
43,68,40,14,26,1119355.173
43,62,42,15,27,1119329.977
6,66,108,37,71,1118983.791
36,74,40,14,26,1118879.977
12,64,84,31,53,1118799.314
24,30,88,35,53,1118769.041
22,79,50,17,33,1118674.515
12,33,116,46,70,1118644.675
22,25,100,41,59,1118529.73
39,68,42,15,27,1118509.763
9,39,126,47,79,1118230.029
9,38,124,46,78,1117670.361
23,71,54,19,35,1117405.077
6,76,108,33,75,1117134.186
14,44,98,35,63,1116919.923
18,31,106,41,65,1116839.836
24,77,50,17,33,1116794.779
16,85,60,19,41,1116344.823
5,80,114,35,79,1116274.026
38,75,40,14,26,1116159.666
45,50,48,17,31,1115610.497
23,94,44,14,30,1115199.611
9,61,92,32,60,1114865.041
20,91,50,15,35,1114634.424
21,22,106,44,62,1114494.236
35,75,40,15,25,1114199.901
20,92,52,15,37,1114124.756
20,94,54,15,39,1113854.249
5,77,118,35,83,1113574.415
12,63,84,31,53,1113399.315
47,48,48,17,31,1113330.809
21,92,52,16,36,1113204.251
14,35,110,44,66,1113054.047
43,67,42,14,28,1112860.349
8,38,136,46,90,1112819.969
37,72,40,14,26,1112629.783
14,96,68,19,49,1112555.269
16,86,60,18,42,1112454.588
11,40,112,45,67,1112275.243
20,84,54,18,36,1112095.266
49,60,42,14,28,1111985.251
49,54,42,15,27,1111860.302
50,53,42,15,27,1111860.302
51,52,42,15,27,1111860.302
23,24,100,41,59,1111839.496
16,96,62,17,45,1111615.481
8,83,88,28,60,1111390.333
21,97,48,14,34,1111349.853
6,72,104,34,70,1111033.99
7,43,132,49,83,1110969.778
14,43,96,37,59,1110969.335
18,86,60,18,42,1110594.238
21,91,54,15,39,1110414.699
18,80,60,19,41,1110394.385
16,52,80,31,49,1110329.882
42,63,42,15,27,1110189.938
29,86,42,14,28,1109955.176
7,95,86,28,58,1109913.727
15,98,64,17,47,1109755.125
43,63,42,14,28,1109749.704
18,95,56,15,41,1109354.445
7,82,94,30,64,1109343.265
15,44,98,34,64,1109159.281
9,36,128,45,83,1108899.998
18,96,58,15,43,1108724.464
5,78,118,35,83,1108484.278
21,27,100,41,59,1108279.58
42,61,42,15,27,1108125.05
10,36,120,47,73,1108050.145
38,71,40,14,26,1107679.783
20,36,92,35,57,1107258.982
10,50,106,38,68,1107253.908
15,50,84,32,52,1106519.239
44,60,42,15,27,1106409.912
9,40,126,47,79,1106400.439
18,81,62,19,43,1106394.531
9,37,126,46,80,1106240.428
9,50,114,41,73,1105874.659
46,58,42,15,27,1105740.183
23,79,50,16,34,1105534.916
13,51,86,33,53,1105469.336
18,32,106,41,65,1105330.218
21,35,90,34,56,1105309.47
17,89,64,17,47,1105064.355
17,40,96,35,61,1104979.394
42,51,48,18,30,1104471.09
43,50,48,18,30,1104471.09
8,87,88,29,59,1104429.789
29,69,48,17,31,1103529.93
24,70,52,18,34,1103255.173
51,54,42,14,28,1103190.524
52,53,42,14,28,1103190.524
37,77,40,14,26,1103010.056
44,65,42,14,28,1102760.35
9,22,182,63,119,1102559.37
6,31,182,61,121,1102149.602
20,88,52,16,36,1102144.877
9,34,130,47,83,1101829.978
5,97,104,32,72,1101794.048
21,98,48,14,34,1101669.823
8,50,110,41,69,1101435.011
16,83,60,19,41,1101304.736
22,97,44,14,30,1101239.94
32,81,42,14,28,1100770.018
6,51,138,49,89,1100494.976
25,92,44,14,30,1100399.71
22,98,44,14,30,1100210.156
11,41,112,45,67,1100204.636
14,100,64,18,46,1100155.613
16,97,66,17,49,1100104.544
5,35,182,57,125,1099779.148
12,38,114,46,68,1099484.617
8,77,92,30,62,1099059.085
37,76,40,14,26,1098539.647
19,28,100,41,59,1098449.848
37,73,40,14,26,1097709.958
9,69,98,30,68,1097289.162
15,97,66,17,49,1096895.456
16,87,60,18,42,1096884.766
6,47,140,48,92,1096780.325
13,48,94,35,59,1096559.576
23,72,52,18,34,1096515.332
40,66,42,15,27,1096439.841
41,65,42,15,27,1096439.841
13,43,100,36,64,1096144.234
10,59,88,32,56,1095929.494
40,69,40,14,26,1095749.997
38,72,40,14,26,1095489.841
39,70,40,14,26,1095379.88
8,43,126,47,79,1095120.118
6,42,146,54,92,1095050
7,78,98,30,68,1094633.208
20,90,50,15,35,1094194.681
6,52,134,48,86,1093464.995
8,44,120,46,74,1093429.884
46,65,42,14,28,1093404.684
22,96,44,14,30,1093379.784
30,85,42,14,28,1092505.371
8,81,90,29,61,1092353.811
20,98,50,16,34,1092244.581
8,37,134,49,85,1092239.842
31,84,42,14,28,1092000.293
20,28,100,41,59,1091999.648
14,97,68,19,49,1091925.581
5,10,374,123,251,1091878.465
21,84,52,18,34,1091615.091
16,31,108,43,65,1091604.632
6,93,94,29,65,1091583.794
14,32,110,44,66,1091304.685
8,84,90,28,62,1091079.787
38,69,42,15,27,1090849.997
44,61,42,15,27,1090550.192
13,53,84,32,52,1090179.199
43,60,42,15,27,1089169.873
44,59,42,15,27,1089169.873
23,80,50,16,34,1089114.994
20,27,100,41,59,1088909.711
40,70,42,14,28,1088859.96
8,85,90,28,62,1088409.671
44,67,40,14,26,1088095.017
33,79,42,14,28,1087929.979
7,27,184,62,122,1087679.924
9,41,124,47,77,1087630.371
7,93,88,28,60,1087303.959
41,63,42,15,27,1087230.028
19,81,56,19,37,1087145.018
34,61,48,17,31,1087050.777
6,77,108,33,75,1086643.952
8,40,130,45,85,1086640.089
9,35,130,45,85,1086060.008
41,68,40,14,26,1085670.115
7,8,352,115,237,1085189.158
47,63,42,14,28,1084555.074
9,71,92,30,62,1084499.027
11,66,86,31,55,1083788.477
42,62,42,15,27,1083359.911
43,61,42,15,27,1083359.911
38,76,40,14,26,1083159.568
22,73,54,18,36,1083075
21,79,54,17,37,1082995.216
10,58,92,33,59,1082519.826
38,79,42,14,28,1082364.742
10,40,118,44,74,1082355.612
8,59,98,37,61,1082144.436
6,50,128,49,79,1081394.879
31,65,48,17,31,1081390.135
25,68,52,18,34,1081294.725
9,81,92,26,66,1080134.671
19,98,52,16,36,1079894.58
17,81,60,20,40,1079494.58
45,66,42,14,28,1079474.703
18,82,62,19,43,1079394.725
35,52,56,18,38,1079349.951
13,38,114,43,71,1078763.812
48,54,42,15,27,1078739.795
29,87,42,14,28,1078735.254
16,32,104,42,62,1078534.125
35,76,42,14,28,1078529.977
18,79,60,19,41,1078524.659
19,94,56,15,41,1077934.132
26,91,44,15,29,1077924.905
5,79,116,35,81,1077524.609
12,52,90,33,57,1077019.042
8,23,184,64,120,1076979.099
19,90,54,16,38,1076264.601
18,37,96,35,61,1075948.439
22,32,90,35,55,1075708.595
13,58,80,31,49,1075400.195
39,77,42,14,28,1074644.917
45,58,42,15,27,1074500.146
46,57,42,15,27,1074500.146
47,56,42,15,27,1074500.146
48,55,42,15,27,1074500.146
5,57,136,46,90,1074405.177
19,87,54,17,37,1073954.934
27,72,48,17,31,1073775.049
5,100,104,31,73,1073355.032
8,42,130,47,83,1073230.03
20,79,52,18,34,1072985.155
19,100,50,16,34,1072404.835
25,74,50,17,33,1072264.845
30,67,48,17,31,1072120.166
6,84,102,32,70,1072088.382
13,54,84,32,52,1072039.745
17,39,96,34,62,1071789.258
7,81,94,29,65,1071613.285
41,74,42,14,28,1071494.917
17,82,60,19,41,1070864.404
7,74,104,30,74,1070363.777
37,57,48,17,31,1070150.876
20,80,54,17,37,1070134.864
49,53,42,15,27,1070119.873
50,52,42,15,27,1070119.873
47,64,42,14,28,1070024.606
7,57,114,40,74,1069495.365
6,9,362,116,246,1069208.885
9,68,98,32,66,1068148.343
14,53,84,32,52,1068089.55
7,85,92,30,62,1067829.104
8,80,90,30,60,1067653.909
17,80,60,20,40,1067394.482
33,80,42,14,28,1067310.057
40,73,40,14,26,1067174.704
13,44,102,36,66,1067124.118
45,61,42,14,28,1067030.465
20,81,54,17,37,1066404.982
39,72,42,14,28,1066299.901
7,68,102,35,67,1066194.536
26,72,50,17,33,1065764.845
33,81,42,14,28,1065590.135
44,62,42,14,28,1065260.445
7,56,112,40,72,1065135.502
22,74,52,18,34,1064985.253
9,65,98,33,65,1064509.281
46,56,42,15,27,1064449.756
47,55,42,15,27,1064449.756
19,38,90,34,56,1064319.529
42,74,42,15,27,1064114.839
14,52,84,32,52,1064109.472
9,49,114,41,73,1062884.033
9,76,86,28,58,1062389.163
11,34,120,46,74,1062090.329
34,83,40,14,26,1061910.059
41,72,40,14,26,1061714.939
43,71,42,15,27,1061625.092
19,92,52,15,37,1061534.327
12,41,108,41,67,1061184.222
40,53,48,17,31,1060940.915
10,56,92,32,60,1060714.26
9,82,88,26,62,1060470.315
21,80,52,17,35,1059865.139
38,74,42,14,28,1059399.705
28,69,48,17,31,1058664.942
18,93,58,16,42,1058294.776
18,94,58,16,42,1058294.776
21,86,52,16,36,1058234.817
28,70,48,17,31,1058225.049
50,59,44,14,30,1058144.82
51,58,44,14,30,1058144.82
52,57,44,14,30,1058144.82
53,56,44,14,30,1058144.82
54,55,44,14,30,1058144.82
18,29,102,42,60,1058029.242
40,46,56,18,38,1057749.66
15,33,108,43,65,1057724.263
19,93,52,15,37,1057574.268
20,85,54,17,37,1057494.973
32,82,42,14,28,1057380.174
17,38,94,35,59,1056999.024
40,71,42,14,28,1056919.921
12,50,96,34,62,1056679.398
39,71,42,14,28,1056659.959
10,72,90,29,61,1056618.751
5,83,114,34,80,1056583.891
6,60,114,41,73,1056454.74
34,78,42,14,28,1056289.938
32,86,40,14,26,1056239.746
12,53,88,31,57,1056108.886
9,47,114,42,72,1055845.945
9,77,86,28,58,1055649.221
10,44,116,44,72,1055564.988
14,55,80,31,49,1055500.293
12,51,90,33,57,1055409.474
31,86,40,14,26,1055220.508
19,36,94,35,59,1055058.693
8,58,102,38,64,1054954.299
7,60,104,38,66,1054813.773
6,87,100,29,71,1054538.966
41,45,56,18,38,1054459.62
42,44,56,18,38,1054459.62
17,83,60,19,41,1054404.589
7,62,104,37,67,1054123.635
43,69,42,14,28,1054044.625
13,32,112,45,67,1053344.577
6,99,88,29,59,1053264.554
41,52,48,17,31,1052911.031
33,55,54,18,36,1052690.089
23,75,52,17,35,1052554.886
37,78,40,14,26,1052369.724
17,100,60,15,45,1052204.835
12,45,106,38,68,1052154.001
7,26,188,63,125,1052059.225
22,26,100,40,60,1051979.336
23,25,100,40,60,1051979.336
19,89,54,17,37,1051885.01
37,80,40,14,26,1051834.666
5,73,122,36,86,1051724.319
8,57,104,38,66,1051614.846
39,78,42,14,28,1051274.898
7,47,124,45,79,1051250.735
10,76,88,26,62,1050670.017
21,77,54,18,36,1050365.234
45,68,42,15,27,1050215.132
37,75,42,14,28,1050199.899
18,97,60,15,45,1050064.112
40,76,42,14,28,1049774.898
26,73,50,17,33,1049725.049
7,90,90,29,61,1049579.204
10,48,116,39,77,1049514.695
25,29,88,35,53,1049429.296
26,28,88,35,53,1049429.296
13,59,80,31,49,1049170.021
17,84,60,19,41,1049004.784
31,87,40,14,26,1048930.469
27,71,48,17,31,1048494.971
7,70,104,34,70,1048474.322
14,57,80,32,48,1047339.941
6,61,114,41,73,1047074.566
41,75,42,14,28,1046624.898
36,75,42,14,28,1046049.996
11,52,96,34,62,1045664.648
7,80,96,30,66,1045563.48
35,79,40,14,26,1045099.997
32,83,42,14,28,1044410.059
38,50,52,18,34,1044220.265
45,67,42,14,28,1043974.996
9,52,108,39,69,1043924.856
42,73,42,14,28,1043894.917
19,88,54,17,37,1043674.659
35,81,40,14,26,1043279.979
10,69,90,31,59,1043177.931
10,39,124,47,77,1042605.222
11,18,174,63,111,1042279.539
45,59,42,15,27,1041930.027
5,99,104,31,73,1041794.927
8,78,90,29,61,1041498.928
11,48,106,37,69,1040704.2
37,51,52,18,34,1040619.875
9,48,114,41,73,1040474.562
7,79,96,30,66,1039673.636
29,61,52,17,35,1039664.991
20,78,54,19,35,1039424.999
6,53,136,47,89,1039294.876
36,51,56,18,38,1038409.717
40,75,42,14,28,1038374.8
28,63,52,17,35,1038184.768
48,62,42,14,28,1038054.586
23,76,50,17,33,1037944.827
39,76,42,14,28,1037894.722
36,58,48,17,31,1037580.758
38,73,42,14,28,1037509.959
19,85,54,16,38,1037425.002
6,81,106,34,72,1037362.994
6,62,110,40,70,1037323.979
9,53,108,38,70,1036394.531
19,91,54,16,38,1036324.171
36,79,40,14,26,1036029.979
24,31,90,34,56,1035899.412
5,98,106,32,74,1035894.438
10,47,114,40,74,1035324.168
27,70,50,17,33,1035004.884
7,84,92,30,62,1034428.617
6,83,104,33,71,1034357.914
21,34,90,35,55,1034239.061
24,76,50,17,33,1034014.896
37,74,42,14,28,1033640.036
40,74,42,14,28,1033634.663
13,55,82,32,50,1033629.785
17,30,106,42,64,1033564.594
42,72,42,14,28,1033534.761
21,76,54,19,35,1033295.312
33,62,48,17,31,1033250.486
35,59,48,17,31,1032970.895
16,33,104,41,63,1032854.145
20,86,54,17,37,1030374.759
6,92,96,29,67,1029918.852
39,75,40,14,26,1029814.548
5,30,198,64,134,1028839.449
32,85,40,14,26,1028780.077
7,25,194,65,129,1028169.478
29,68,48,17,31,1028104.932
37,79,40,14,26,1026589.548
46,66,42,14,28,1026584.859
12,48,100,35,65,1025684.279
6,86,98,30,68,1025448.831
32,84,40,14,26,1025240.235
20,99,48,15,33,1025169.68
49,61,42,14,28,1024214.254
50,60,42,14,28,1024204.293
20,87,54,16,38,1023915.286
14,58,78,31,47,1023569.531
31,58,54,18,36,1023049.953
35,78,42,14,28,1023029.978
43,72,42,15,27,1022675.191
41,73,42,14,28,1022634.761
6,85,98,30,68,1022619.045
30,86,42,14,28,1022565.624
18,38,96,35,61,1022019.434
6,97,90,28,62,1021924.076
25,73,50,17,33,1021364.454
22,78,50,17,33,1021264.944
7,61,106,38,68,1021033.791
12,55,86,33,53,1020909.08
9,56,98,36,62,1019814.454
7,69,102,35,67,1019484.381
28,89,42,14,28,1019125.585
34,79,44,14,30,1018809.957
18,89,60,16,44,1018455.129
5,87,112,32,80,1018374.027
33,60,48,17,31,1018265.626
12,47,104,36,68,1017954.005
19,84,56,16,40,1017804.69
38,77,40,14,26,1017149.509
23,73,52,17,35,1017075.392
48,63,42,14,28,1017044.333
51,59,42,14,28,1017044.333
36,76,42,14,28,1016590.134
21,100,44,14,30,1016489.649
30,66,48,17,31,1016185.255
24,74,50,17,33,1015824.71
42,71,42,14,28,1015574.898
45,69,42,15,27,1015405.271
13,56,84,31,53,1014659.765
35,80,40,14,26,1014440.329
36,52,54,18,36,1014279.836
44,70,42,15,27,1014015.328
10,57,92,32,60,1013954.396
33,84,42,14,28,1013829.785
7,58,112,39,73,1013744.582
13,50,88,32,56,1013279.594
9,43,118,44,74,1012825.439
5,32,194,61,133,1012508.103
6,63,114,41,73,1012244.485
7,59,110,39,71,1012194.388
40,51,48,17,31,1011830.956
41,50,48,17,31,1011830.956
20,83,54,18,36,1011244.924
42,49,48,17,31,1010751.268
8,79,90,30,60,1010323.928
21,99,48,14,34,1009640.038
24,75,50,17,33,1008374.515
18,91,58,16,42,1008295.265
19,86,56,17,39,1007974.661
36,78,40,14,26,1007800.29
5,84,114,34,80,1007763.969
18,83,64,19,45,1007484.766
7,72,104,32,72,1007434.38
5,33,190,62,128,1006928.414
44,69,42,14,28,1006835.054
22,76,52,17,35,1006645.51
8,55,112,39,73,1006425.05
40,47,52,18,34,1006289.797
41,46,52,18,34,1006289.797
42,45,52,18,34,1006289.797
43,44,52,18,34,1006289.797
49,62,42,14,28,1006064.451
52,58,42,14,28,1006064.451
39,52,48,17,31,1005840.82
37,56,48,17,31,1005640.916
36,77,42,14,28,1005520.017
35,53,54,18,36,1005519.874
8,54,114,39,75,1005435.01
23,74,52,17,35,1005005.373
10,49,112,39,73,1004463.919
20,34,94,36,58,1004288.673
9,79,90,26,64,1004174.806
32,63,48,17,31,1004150.389
29,89,42,14,28,1004075.682
53,57,42,14,28,1003734.47
54,56,42,14,28,1003734.47
10,43,114,44,70,1003165.72
11,50,106,36,70,1003044.631
31,85,42,14,28,1003040.624
26,71,50,17,33,1003014.454
5,89,112,32,80,1002838.382
7,24,190,65,125,1002710.006
50,61,42,14,28,1002564.451
39,54,48,17,31,1002560.837
19,83,56,16,40,1002484.474
27,90,44,15,29,1002125.488
7,51,120,43,77,1002125.148
11,56,90,31,59,1002119.727
43,48,48,17,31,1002081.15
35,77,44,14,30,1001709.957
33,83,42,14,28,1001360.35
38,78,42,14,28,1000534.566
11,55,92,32,60,999769.7253
34,82,40,14,26,999740.3285
36,81,40,14,26,999399.8019
30,88,40,14,26,999260.5469
23,77,50,17,33,999154.7877
8,41,130,46,84,999090.0877
7,50,124,44,80,999004.4955
33,85,42,14,28,998929.7845
7,91,90,28,62,998774.1263
46,67,42,15,27,998495.2111
6,95,94,29,65,998343.8537
9,66,100,33,67,998218.9481
17,85,62,18,44,998174.3171
38,53,48,17,31,997615.8195
9,55,102,37,65,996684.4715
6,8,390,124,266,996358.3985
41,51,48,17,31,996231.2475
42,50,48,17,31,996231.2475
39,49,50,17,33,995745.0697
43,49,48,17,31,995511.2279
44,48,48,17,31,995511.2279
34,60,48,17,31,995190.6223
44,47,48,17,31,994791.1109
45,46,48,17,31,994791.1109
46,69,42,15,27,994655.3677
18,90,58,16,42,993385.3039
35,82,40,14,26,992639.8429
44,68,42,14,28,992404.9763
8,56,108,39,69,992284.9645
45,71,42,14,28,992135.6405
20,82,56,18,38,992014.8453
10,71,90,30,60,991968.5559
20,100,48,14,34,991079.6893
38,55,48,17,31,990540.9159
9,54,108,38,70,989864.5505
10,70,90,30,60,989228.2223
36,56,48,17,31,988855.8575
34,80,44,14,30,988580.1727
36,80,40,14,26,988509.7629
24,93,46,14,32,988319.4365
43,73,42,15,27,988015.3285
9,46,120,44,76,987785.4001
30,87,42,14,28,987690.6239
40,52,48,17,31,987491.2085
6,96,94,28,66,987304.0583
13,34,114,43,71,987164.2097
5,95,108,32,76,986904.2035
35,57,48,17,31,986765.9181
40,48,50,17,33,986595.0697
7,63,106,38,68,986003.7129
7,92,90,28,62,985863.8729
43,70,42,14,28,985445.1129
45,47,48,17,31,985201.1693
6,98,88,29,59,984684.3295
6,82,106,33,73,984577.8365
18,92,58,16,42,984305.2257
17,31,104,40,64,983604.2415
8,45,122,45,77,983560.4493
29,88,42,14,28,982925.5849
12,56,84,32,52,982919.2367
38,54,48,17,31,982560.9355
21,33,94,35,59,981038.7703
34,59,48,17,31,980695.7035
7,71,102,33,69,980394.4395
34,54,54,18,36,979579.9325
27,65,52,17,35,979555.0795
5,34,188,59,129,979428.6089
8,46,124,45,79,979295.4143
13,60,82,31,51,979249.5127
44,71,42,15,27,979115.0357
8,62,94,33,61,978143.9509
24,71,52,17,35,978055.5663
11,54,92,32,60,978049.7077
45,70,42,15,27,977515.3285
19,37,94,35,59,977149.3163
6,89,98,28,70,977098.6359
10,54,98,35,63,976803.9083
11,57,88,31,57,976789.9421
33,59,48,17,31,976405.3709
34,81,40,14,26,976380.2701
15,96,64,17,47,975005.1225
13,45,104,36,68,974993.7483
37,55,48,17,31,974981.0535
8,60,94,33,61,974904.5925
6,88,100,29,71,973838.7713
31,64,48,17,31,973625.4889
11,53,94,32,62,972594.3363
9,67,100,32,68,972388.6749
46,68,42,15,27,972285.4463
33,61,48,17,31,971880.5649
41,49,48,17,31,971595.6049
42,48,48,17,31,971595.6049
43,47,48,17,31,971595.6049
44,46,48,17,31,971595.6049
5,28,206,68,138,970948.6811
9,45,118,44,74,970865.4317
44,72,42,15,27,970825.5821
10,55,94,32,62,970453.8109
9,21,176,63,113,970259.5681
12,54,90,31,59,970079.0017
7,48,124,45,79,969925.4429
21,78,54,17,37,969575.3917
5,29,204,67,137,969079.1477
10,67,92,31,61,968868.4595
9,78,90,27,63,968859.5723
7,89,94,30,64,968669.7307
22,75,54,17,37,968555.2737
10,52,104,37,67,967714.0649
37,54,48,17,31,967305.7631
6,21,222,75,147,967288.1337
5,90,116,32,84,967158.1087
11,58,90,32,58,966899.9011
36,57,48,17,31,966840.7199
5,96,108,32,76,966134.1841
11,49,106,36,70,965894.2387
6,23,210,74,136,965418.5527
39,53,48,17,31,965021.2865
38,49,54,18,36,964369.6797
19,99,52,16,36,964364.7945
47,66,42,15,27,964344.9197
35,58,48,17,31,964170.7989
12,57,84,32,52,964020.1141
29,66,48,17,31,963645.2159
35,54,50,17,33,962775.0005
7,87,96,30,66,962319.3385
10,19,182,64,118,962049.4113
10,68,94,31,63,961788.3805
47,65,42,14,28,961084.6651
39,48,54,18,36,960229.6407
28,66,52,17,35,959424.9021
12,49,100,34,66,958529.3989
30,60,52,17,35,958245.0699
7,88,94,30,64,958189.8455
10,60,92,32,60,958129.8847
6,27,198,62,136,958079.4417
9,44,118,44,74,957645.3617
32,62,48,17,31,956045.6059
37,50,54,18,36,956019.6797
13,57,82,31,51,955930.0781
8,61,96,34,62,955864.0669
41,47,50,17,33,955344.7773
7,46,124,45,79,954690.2367
26,67,52,17,35,954415.0405
7,65,100,35,65,954384.0849
34,55,52,17,35,953465.0395
20,35,94,35,59,953308.8875
27,91,44,15,29,953235.3509
5,88,110,32,78,953178.6179
30,65,48,17,31,952705.1769
28,68,48,17,31,951095.2149
33,82,42,14,28,950670.5041
26,68,52,17,35,950464.9421
10,53,100,36,64,949854.0045
9,59,92,32,60,949004.3003
32,61,48,17,31,948775.1965
10,61,92,32,60,948039.8463
42,46,50,17,33,946234.7675
18,100,56,15,41,946004.8333
24,94,46,14,32,945809.6705
7,64,102,36,66,945444.0451
24,72,52,17,35,945025.2959
27,67,52,17,35,944445.0203
27,69,50,17,33,944234.6679
18,87,58,16,42,943964.5521
18,99,60,15,45,943474.3655
34,58,48,17,31,943175.6841
43,45,50,17,33,943074.6115
29,65,50,17,33,942064.8445
5,86,118,33,85,941883.7937
30,64,48,17,31,941754.8843
28,65,52,17,35,941154.9811
12,62,84,31,53,940570.3103
27,66,52,17,35,939445.0201
23,96,46,14,32,938989.7473
18,88,58,16,42,938014.4545
28,64,52,17,35,937534.9617
6,65,108,38,70,937453.8107
40,50,48,17,31,937165.7229
36,55,48,17,31,937085.6451
9,57,94,32,62,936874.4161
9,64,98,33,65,936389.4571
22,100,44,14,30,935540.6239
12,46,108,35,73,935114.0599
28,91,42,15,27,934735.2531
26,92,44,15,29,933425.2925
11,65,88,32,56,933368.7509
8,22,192,66,126,933129.4399
8,49,118,43,75,932915.0915
25,72,50,17,33,932744.9223
7,22,196,69,127,930848.9231
23,98,46,14,32,930810.4493
11,60,86,32,54,930390.5257
31,63,48,17,31,930315.4305
18,98,60,15,45,930304.4437
26,70,50,17,33,929794.9223
6,20,232,75,157,929139.1071
29,64,52,17,35,929025.0981
29,62,52,17,35,928845.1187
46,70,42,14,28,928585.6407
48,64,42,14,28,928054.6847
