EMA_short,EMA_long,Total_Trades,Profit_Trades,Loss_Trades,Net_Profit
25,56,56,23,33,1770479.199
23,57,56,23,33,1764439.799
24,55,60,24,36,1760580.031
23,59,56,22,34,1759619.046
19,58,62,24,38,1759169.336
26,55,56,23,33,1750019.236
21,49,64,30,34,1744499.708
26,54,56,23,33,1743449.073
18,59,66,26,40,1742050.096
17,61,66,27,39,1741299.805
23,58,58,24,34,1735049.564
20,52,66,29,37,1728780.176
24,57,56,22,34,1728229.249
24,56,56,24,32,1726039.6
22,59,58,23,35,1725859.525
21,61,58,23,35,1721619.486
25,54,58,23,35,1720869.678
25,53,60,25,35,1718019.973
17,67,60,22,38,1716510.108
22,47,64,30,34,1714489.551
18,57,66,28,38,1713459.865
22,60,56,23,33,1711899.564
20,50,64,31,33,1711570.02
11,88,62,23,39,1707723.63
17,62,66,25,41,1706069.142
27,53,56,23,33,1705078.856
19,53,70,31,39,1705059.864
19,57,64,26,38,1704790.038
17,59,66,28,38,1704609.962
18,64,64,22,42,1700319.873
17,60,66,27,39,1697170.022
18,61,66,24,42,1694589.355
21,56,60,22,38,1694559.767
17,63,64,25,39,1694269.337
22,61,58,24,34,1693439.554
22,48,64,29,35,1692949.902
28,50,58,23,35,1692329.248
17,66,64,22,42,1690960.401
10,89,70,24,46,1690444.237
10,90,68,24,44,1687134.178
19,54,66,30,36,1686960.158
20,68,58,22,36,1686829.981
21,50,66,29,37,1684300.292
18,62,66,24,42,1684169.336
10,91,66,24,42,1683714.11
27,52,56,23,33,1682178.858
20,53,66,28,38,1681470.408
17,58,68,29,39,1680410.06
17,64,66,24,42,1678919.532
18,60,64,24,40,1677789.257
20,51,70,30,40,1677209.962
21,65,58,23,35,1676499.904
19,56,64,26,38,1675590.134
18,58,68,27,41,1675379.883
19,52,68,31,37,1674089.845
21,66,54,22,32,1673149.806
11,87,64,23,41,1672843.554
23,62,54,23,31,1672729.395
25,55,56,22,34,1671979.444
31,49,54,21,33,1669979.298
23,50,64,26,38,1667209.864
18,63,66,23,43,1667079.688
21,63,58,23,35,1665609.281
20,54,66,28,38,1665540.233
26,53,58,23,35,1664989.111
16,68,68,24,44,1663669.872
16,69,62,22,40,1660190.184
16,62,70,28,42,1659719.531
21,53,64,26,38,1659139.55
22,54,60,21,39,1655509.377
19,55,66,28,38,1654410.252
16,63,68,28,40,1653029.493
27,51,58,23,35,1650629.443
22,52,62,24,38,1650539.843
21,64,60,23,37,1648679.788
29,50,56,22,34,1648189.306
28,51,56,23,33,1647748.68
18,55,72,31,41,1646509.768
18,56,68,30,38,1645269.827
23,60,56,22,34,1644329.396
22,51,66,27,39,1644069.825
24,58,56,22,34,1643289.063
16,61,70,28,42,1641119.726
20,65,60,23,37,1640949.027
20,57,60,24,36,1640799.414
24,52,62,22,40,1640489.944
22,63,56,22,34,1639509.572
21,54,62,25,37,1639499.609
26,51,60,25,35,1636939.602
19,62,64,23,41,1636699.366
21,48,64,30,34,1636469.824
22,58,60,23,37,1635929.741
26,52,58,23,35,1634869.777
21,52,66,28,38,1634330.175
22,49,64,28,36,1633989.843
15,71,66,24,42,1633099.754
14,73,66,24,42,1632959.715
20,55,64,26,38,1632139.55
21,62,58,23,35,1631079.447
24,54,60,23,37,1630910.012
22,55,64,21,43,1630809.38
23,53,62,21,41,1629819.634
20,67,58,23,35,1628110.451
17,65,66,23,43,1628009.961
20,63,58,22,36,1627289.408
19,59,62,24,38,1626228.711
22,53,62,23,39,1625379.591
32,48,56,21,35,1624899.317
10,88,72,24,48,1624804.59
23,63,54,22,32,1624609.277
19,67,60,22,38,1623159.573
12,79,70,24,46,1621804.635
25,57,56,23,33,1621039.353
16,60,72,29,43,1621009.57
23,56,62,23,39,1620819.975
8,97,72,25,47,1618813.725
28,52,58,23,35,1615749.022
20,58,64,22,42,1614829.493
23,52,62,22,40,1614709.377
24,59,58,23,35,1614569.236
22,64,54,22,32,1614419.533
29,52,54,21,33,1614099.22
17,57,72,31,41,1613309.865
22,62,58,22,36,1612878.909
8,95,72,25,47,1612364.359
19,70,58,22,36,1608830.274
8,96,72,25,47,1608633.891
20,49,66,31,35,1606109.767
24,60,54,23,31,1605579.198
35,45,54,21,33,1604339.455
18,66,58,22,36,1601180.031
21,67,56,22,34,1600629.738
21,57,66,21,45,1600289.457
10,87,74,24,50,1600074.707
22,50,66,27,39,1599790.038
30,51,54,21,33,1599179.298
12,27,114,45,69,1598788.965
32,41,62,24,38,1598469.729
32,49,54,21,33,1597179.493
10,92,66,24,42,1596664.011
20,56,62,25,37,1595679.394
17,68,60,22,38,1595540.283
19,61,64,22,42,1595039.357
10,93,66,24,42,1594018.991
16,65,68,25,43,1592759.472
21,51,66,28,38,1590920.116
20,59,64,22,42,1590529.688
24,49,64,25,39,1589719.437
33,40,62,24,38,1589499.906
23,46,62,29,33,1589159.668
33,47,56,21,35,1588949.416
9,29,142,51,91,1587479.196
14,66,72,28,44,1586089.256
13,78,68,23,45,1586054.636
12,80,72,23,49,1585689.596
31,50,56,21,35,1585289.454
13,76,68,23,45,1585189.889
20,66,60,23,37,1583349.905
20,60,64,21,43,1582929.057
16,59,74,31,43,1582769.925
19,51,68,31,37,1582069.924
18,65,62,22,40,1581719.678
12,85,62,22,40,1581213.866
13,77,68,23,45,1580394.577
13,83,62,22,40,1580373.826
33,48,54,21,33,1580349.415
19,60,66,23,43,1577079.005
21,55,62,22,40,1576709.669
18,54,70,31,39,1576389.653
30,48,58,21,37,1575918.993
13,75,72,23,49,1573959.909
16,64,70,25,45,1572689.453
19,69,60,21,39,1572450.783
23,48,64,27,37,1569369.531
19,64,58,22,36,1568719.585
15,70,70,24,46,1567709.423
38,42,52,20,32,1566439.259
20,64,58,22,36,1565599.515
11,84,70,24,46,1565089.451
25,51,62,23,39,1564989.554
17,36,92,37,55,1564930.173
34,46,54,21,33,1564799.415
10,23,146,55,91,1564649.605
37,43,52,20,32,1564499.22
18,71,64,21,43,1563821.095
31,42,62,23,39,1563699.71
15,66,68,26,42,1562729.785
23,51,62,23,39,1562589.455
36,44,54,20,34,1562419.338
22,65,54,21,33,1560809.424
22,41,74,31,43,1560760.157
10,28,130,50,80,1560029.538
12,88,60,21,39,1559533.935
22,46,68,31,37,1559359.863
39,41,52,20,32,1557829.199
27,54,58,22,36,1557789.061
23,61,58,22,36,1557489.65
28,53,58,22,36,1556699.218
30,50,56,21,35,1556179.492
17,74,64,21,43,1554566.016
9,93,70,25,45,1553604.3
12,84,64,23,41,1553583.494
16,71,64,22,42,1553200.243
35,44,56,21,35,1553179.395
24,61,56,21,35,1552599.412
15,63,72,28,44,1548799.217
9,28,146,53,93,1548778.903
14,68,68,25,43,1547269.629
21,60,58,22,36,1547179.643
20,62,58,22,36,1547019.39
30,49,58,21,37,1546539.209
30,47,58,21,37,1545109.227
31,43,62,25,37,1545049.612
11,28,122,47,75,1544529.053
34,39,62,24,38,1543710.061
27,55,56,22,34,1543509.374
11,89,62,23,39,1542913.816
14,67,68,26,42,1542659.473
30,43,62,23,39,1542289.456
29,48,58,22,36,1542269.287
15,73,66,23,43,1541570.067
13,84,62,22,40,1540554.147
11,83,70,24,46,1539959.619
15,64,68,28,40,1538798.926
29,46,62,26,36,1538759.67
11,90,62,22,40,1538403.856
23,49,66,27,39,1537789.453
29,51,58,21,37,1537559.179
11,86,64,23,41,1537053.905
19,63,62,22,40,1536209.134
16,67,68,24,44,1536190.038
29,49,58,21,37,1535999.266
18,70,64,21,43,1535930.665
26,58,54,21,33,1535269.725
35,41,56,21,35,1535268.993
36,40,56,21,35,1535268.993
37,39,56,21,35,1535268.993
15,72,64,24,40,1534779.734
28,49,58,23,35,1533769.484
12,86,62,22,40,1531934.032
18,51,70,32,38,1530009.769
31,46,58,21,37,1529769.188
19,68,60,21,39,1529460.451
22,57,64,22,42,1529300.053
9,94,72,25,47,1527984.233
36,43,56,21,35,1527889.357
32,45,58,21,37,1527789.11
27,49,62,24,38,1527649.807
21,58,66,21,45,1527479.546
13,22,134,55,79,1527088.087
24,50,62,23,39,1526799.026
13,81,66,22,44,1526728.806
19,71,60,23,37,1526700.343
23,54,66,22,44,1526420.024
33,43,56,20,36,1526299.071
34,42,56,20,36,1526299.071
28,46,62,23,39,1525909.573
9,90,74,25,49,1525864.749
19,50,70,32,38,1525219.729
23,47,64,27,37,1524739.648
25,50,64,22,42,1524549.515
35,38,62,24,38,1524179.983
25,46,62,28,34,1523999.61
16,66,68,24,44,1523549.804
31,47,60,21,39,1523459.131
21,59,64,22,42,1521429.741
9,95,72,25,47,1521043.801
13,79,68,23,45,1520964.548
39,40,54,21,33,1520849.416
29,44,62,22,40,1520239.554
8,99,72,23,49,1520048.978
25,52,66,24,42,1519939.602
14,72,70,24,46,1518369.579
20,48,70,32,38,1517919.338
11,24,140,53,87,1517258.836
21,47,70,32,38,1516579.593
14,74,68,24,44,1516339.793
11,85,70,24,46,1515894.139
15,23,116,44,72,1515713.867
16,70,64,22,42,1513440.086
36,37,62,24,38,1513240.139
34,45,54,21,33,1513039.161
14,65,72,29,43,1512819.141
10,94,64,22,42,1511744.088
38,41,54,21,33,1511429.494
12,83,66,23,43,1511323.826
25,37,72,31,41,1509979.591
21,30,88,36,52,1509479.589
34,43,60,21,39,1509479.052
35,42,60,21,39,1509479.052
13,26,112,44,68,1508949.511
20,69,58,22,36,1508769.679
9,26,144,52,92,1508639.79
8,98,74,23,51,1508509.134
19,33,90,36,54,1508279.783
28,42,62,27,35,1508279.296
19,65,58,22,36,1507049.953
12,76,74,24,50,1505959.276
11,91,60,20,40,1505794.187
13,80,66,23,43,1505479.49
28,54,54,22,32,1505459.178
10,86,74,24,50,1504795.166
18,72,64,21,43,1504110.744
26,49,62,22,40,1503679.495
19,66,58,22,36,1503359.768
26,44,64,28,36,1502989.452
15,78,62,22,40,1502110.154
34,47,52,20,32,1501769.434
27,43,62,28,34,1500839.55
37,42,56,21,35,1500569.435
32,42,60,24,36,1500029.788
23,45,70,31,39,1499629.297
24,38,72,30,42,1499379.494
14,75,66,24,42,1498949.754
15,79,60,22,38,1498605.319
28,47,60,23,37,1498239.749
18,69,64,22,42,1497430.275
27,50,60,24,36,1496949.855
9,97,72,24,48,1495403.662
25,45,64,27,37,1495179.687
12,78,72,24,48,1495154.442
25,58,56,22,34,1494959.569
13,74,74,24,50,1494789.55
30,31,70,31,39,1494509.474
15,62,74,29,45,1494319.142
19,45,76,31,45,1493750.099
24,45,64,27,37,1493309.667
35,46,52,20,32,1493209.374
15,65,70,26,44,1492789.551
21,42,74,31,43,1492670.021
35,39,58,23,35,1492549.904
11,82,72,24,48,1492459.327
8,31,148,52,96,1492188.862
16,76,62,21,41,1492075.779
33,44,58,21,37,1490299.267
32,46,60,21,39,1489369.287
15,74,66,23,43,1488710.252
9,92,72,25,47,1488484.476
14,81,62,22,40,1488174.946
16,72,64,22,42,1487600.391
13,67,78,29,49,1487509.179
10,24,142,53,89,1487469.771
15,69,68,24,44,1487199.413
15,68,70,24,46,1486229.784
9,25,148,55,93,1486020.064
30,44,62,24,38,1485979.69
14,76,66,23,43,1485909.959
12,87,62,22,40,1484243.993
10,27,142,53,89,1484038.866
30,46,56,22,34,1483859.523
15,21,122,46,76,1483628.615
22,44,70,31,39,1482769.73
13,82,66,22,44,1482273.728
24,48,64,27,37,1482259.67
18,53,70,31,39,1482030.082
27,56,54,21,33,1482029.588
24,51,64,21,43,1481769.144
20,45,76,32,44,1481689.844
36,38,60,24,36,1481049.904
13,68,74,29,45,1480869.335
28,45,64,22,42,1480239.359
16,75,64,22,42,1479905.467
14,62,76,30,46,1479569.043
14,24,118,44,74,1479509.081
14,84,60,21,39,1479255.026
32,43,58,23,35,1479079.982
18,34,90,36,54,1477889.939
14,80,64,22,42,1477189.546
11,92,60,20,40,1476954.343
25,43,66,28,38,1476509.668
14,78,66,22,44,1476414.351
18,52,72,32,40,1475960.257
29,32,70,30,40,1475519.338
13,19,146,54,92,1474308.933
14,25,112,45,67,1474184.276
27,46,64,24,40,1473859.476
20,70,60,23,37,1473689.601
28,39,64,27,37,1473449.608
34,40,58,23,35,1473249.904
25,87,44,15,29,1473129.739
22,56,68,21,47,1472869.829
16,58,76,31,45,1472509.573
32,44,56,21,35,1472459.129
14,64,78,29,49,1472138.77
14,18,146,54,92,1471809.129
24,47,64,27,37,1471799.512
18,73,60,21,39,1471550.441
29,53,56,20,36,1471519.531
13,85,60,21,39,1471154.342
26,56,60,22,38,1471049.314
26,57,56,21,35,1470609.178
11,81,70,24,46,1469939.795
17,55,72,31,41,1469710.063
14,71,72,24,48,1469499.608
30,45,60,24,36,1469250.099
28,33,70,30,40,1468939.552
15,81,58,20,38,1468934.91
22,42,72,32,40,1468909.668
26,45,62,26,36,1468329.297
25,60,56,21,35,1467329.685
22,40,76,31,45,1467210.06
36,39,58,23,35,1467049.952
31,45,56,22,34,1466849.27
21,68,56,21,35,1466659.423
22,66,56,22,34,1466539.208
10,29,130,51,79,1466169.285
17,54,74,32,42,1465470.219
15,76,64,23,41,1465365.132
27,57,56,21,35,1465159.862
36,41,60,21,39,1464859.131
37,40,60,21,39,1464859.131
38,39,60,21,39,1464859.131
23,55,66,22,44,1464300.15
17,35,96,37,59,1464240.619
13,73,74,24,50,1463799.804
26,50,62,24,38,1463649.807
33,46,56,21,35,1463039.454
15,75,64,23,41,1462949.899
33,45,60,21,39,1462839.404
29,38,64,27,37,1462439.547
17,73,66,21,45,1462180.665
10,22,156,56,100,1461999.364
22,45,70,31,39,1461979.593
11,21,156,56,100,1461619.138
15,77,64,22,42,1461545.212
14,82,62,22,40,1461455.221
25,48,64,24,40,1459769.142
12,81,68,23,45,1459229.1
20,32,90,36,54,1459149.803
24,46,64,27,37,1458669.629
26,46,64,25,39,1458279.493
24,44,68,31,37,1457949.123
14,63,74,30,44,1457738.965
11,29,112,46,66,1457669.237
14,20,136,54,82,1457598.535
20,61,64,22,42,1457379.448
19,41,78,34,44,1457150.098
33,71,42,16,26,1456725.927
34,69,42,16,26,1456725.927
30,37,64,27,37,1456629.586
25,26,88,37,51,1456369.921
31,44,60,23,37,1456100.099
33,42,58,23,35,1455729.884
21,46,74,31,43,1455559.671
29,41,62,25,37,1455549.317
27,48,60,23,37,1455429.593
23,64,56,21,35,1455399.268
12,26,122,46,76,1454928.321
28,55,56,20,36,1454249.902
12,75,74,24,50,1453289.159
9,96,72,24,48,1453088.33
11,93,60,20,40,1452814.304
11,22,142,54,88,1452419.578
28,48,60,24,36,1452149.465
25,59,56,21,35,1451949.217
24,27,88,37,51,1451869.921
9,91,74,25,49,1451404.788
32,73,42,16,26,1451306.004
34,41,58,23,35,1451269.874
35,40,58,23,35,1451269.874
37,44,52,20,32,1450459.375
38,43,52,20,32,1450459.375
16,22,114,45,69,1450174.217
17,69,60,22,38,1449660.598
16,37,94,37,57,1449330.367
14,83,60,21,39,1449324.947
33,41,58,23,35,1448779.788
21,44,70,32,38,1448559.767
31,48,56,21,35,1448389.209
22,29,88,36,52,1447349.901
16,73,66,22,44,1446960.642
13,70,72,25,47,1446729.686
12,82,68,23,45,1446419.041
18,35,92,36,56,1445879.588
14,69,70,25,45,1445779.688
33,39,64,24,40,1445359.672
34,38,64,24,40,1445359.672
14,22,124,46,78,1444758.887
26,36,72,32,40,1443449.708
37,38,58,22,36,1443339.502
20,40,78,34,44,1442810.159
12,20,150,54,96,1442608.934
17,56,72,31,41,1442539.555
28,41,68,28,40,1441969.53
22,67,58,22,36,1441839.209
27,59,54,21,33,1441589.501
28,43,62,25,37,1441179.396
19,49,74,32,42,1440779.886
18,74,60,21,39,1440535.012
10,30,122,47,75,1440159.521
31,36,64,27,37,1439639.547
26,42,66,28,38,1439079.588
15,61,74,30,44,1438809.084
17,75,62,21,41,1438375.343
13,69,72,25,47,1438349.804
31,35,64,28,36,1438189.353
17,53,74,32,42,1437860.16
29,78,42,15,27,1437510.497
27,34,70,30,40,1437399.708
25,63,56,22,34,1437169.091
16,74,64,22,42,1437150.486
37,64,42,16,26,1437055.128
29,47,60,24,36,1436599.464
36,45,52,20,32,1436119.336
31,38,64,27,37,1436109.277
17,70,64,22,42,1435950.781
13,23,126,46,80,1435528.907
27,44,62,24,38,1435499.318
16,56,74,32,42,1435459.963
32,37,64,27,37,1435389.257
15,60,76,31,45,1434869.241
27,42,66,28,38,1434839.745
32,35,64,27,37,1434409.664
32,40,64,25,39,1433999.711
28,80,42,15,27,1433430.516
31,74,42,15,27,1433230.711
30,77,42,15,27,1433160.789
29,45,62,23,39,1432999.807
12,89,60,20,40,1432904.248
27,83,42,15,27,1432610.304
30,40,62,24,38,1432449.318
25,27,84,37,47,1431999.023
29,40,66,28,38,1431989.452
25,88,42,14,28,1431699.562
35,37,64,24,40,1431449.613
36,66,42,16,26,1431175.44
16,77,64,21,43,1431080.419
19,72,58,23,35,1431060.108
18,21,110,44,66,1430714.302
10,25,138,51,87,1430519.527
24,53,68,22,46,1430279.885
32,72,42,15,27,1430030.809
32,47,56,21,35,1429959.18
17,71,64,21,43,1429810.644
28,57,54,20,34,1428969.873
21,43,76,32,44,1428710.059
13,65,78,30,48,1428448.535
9,98,70,23,47,1428133.643
18,33,96,37,59,1427850.826
28,38,66,29,37,1427719.239
10,26,146,53,93,1427658.689
26,47,66,25,41,1427629.496
15,38,96,36,60,1427584.274
27,58,54,21,33,1427249.852
18,46,76,31,45,1427049.61
24,28,84,37,47,1426779.101
16,20,122,44,78,1426698.927
30,52,54,20,34,1426569.727
21,39,76,32,44,1425779.789
25,47,64,26,38,1425409.571
10,95,64,21,43,1425393.7
11,78,76,24,52,1425294.239
17,72,66,21,45,1425060.938
8,26,166,60,106,1424419.185
26,84,44,15,29,1424090.284
26,60,54,21,33,1423009.813
30,39,64,27,37,1422769.238
30,36,64,28,36,1422619.433
10,80,80,25,55,1422594.729
31,51,54,20,34,1422269.629
27,40,66,28,38,1421149.316
8,27,156,56,100,1420839.887
28,56,54,20,34,1420389.941
35,67,42,16,26,1420295.167
23,28,88,36,52,1420289.843
24,26,90,37,53,1419920.554
14,70,72,25,47,1419689.844
11,94,62,21,41,1419684.42
18,67,58,22,36,1419510.305
10,85,76,24,52,1418940.185
40,60,42,16,26,1418344.777
30,74,42,15,27,1418260.204
11,74,78,26,52,1418020.313
29,55,54,20,34,1417919.873
15,19,138,55,83,1417848.145
23,27,92,37,55,1417810.69
35,36,62,26,36,1417169.242
12,72,76,24,52,1417059.765
32,34,64,28,36,1416979.392
28,36,70,31,39,1416929.688
30,75,42,15,27,1416440.185
22,28,92,37,55,1416380.709
13,86,60,21,39,1416084.324
16,78,60,20,40,1416015.283
30,76,42,15,27,1416000.633
26,61,54,21,33,1415729.442
15,16,152,55,97,1415649.021
29,37,66,29,37,1415429.201
22,37,78,32,46,1415029.595
12,91,60,20,40,1414264.402
38,61,44,16,28,1414199.952
19,20,110,44,66,1413854.341
40,41,52,20,32,1413629.395
13,27,112,45,67,1413279.344
29,42,64,26,38,1412979.592
22,36,80,33,47,1411730.08
25,44,66,27,39,1411089.746
19,44,76,31,45,1411069.924
25,62,56,21,35,1410859.521
11,20,158,56,102,1410649.949
23,65,58,21,37,1410429.248
41,57,44,17,27,1410194.778
24,62,56,21,35,1410019.48
39,42,52,20,32,1409969.434
26,59,56,21,35,1409769.774
27,82,44,15,29,1409330.323
37,65,42,16,26,1409325.245
32,38,64,26,38,1409209.572
32,70,44,16,28,1409040.283
8,94,78,26,52,1408714.067
5,46,148,53,95,1408574.561
18,44,78,33,45,1408529.883
14,77,64,22,42,1408494.628
17,21,114,44,70,1408193.746
18,43,80,34,46,1408169.825
12,90,60,20,40,1407834.226
35,43,58,21,37,1407679.443
15,80,58,20,38,1406744.967
11,25,142,54,88,1406528.564
29,54,54,20,34,1406509.668
36,42,58,21,37,1406469.483
12,77,72,24,48,1406259.813
27,60,52,20,32,1405559.522
33,36,64,26,38,1405379.297
11,27,126,45,81,1405289.112
16,38,92,37,55,1405149.997
22,30,88,36,52,1405019.53
10,98,62,21,41,1404633.543
14,79,66,22,44,1404039.156
27,37,70,31,39,1403919.826
18,20,114,44,70,1403803.902
28,81,42,15,27,1403690.577
31,75,42,16,26,1403485.594
31,39,64,25,39,1403429.494
27,39,66,30,36,1402999.414
13,24,124,45,79,1402978.517
24,64,58,21,37,1402809.131
24,63,54,21,33,1402739.11
26,85,44,15,29,1401869.972
25,49,64,23,41,1401539.261
18,50,72,31,41,1400319.924
26,43,66,27,39,1400189.843
30,53,54,20,34,1399579.785
29,79,42,15,27,1399560.497
5,45,146,53,93,1399540.036
32,71,42,15,27,1399280.517
16,57,74,31,43,1398939.846
15,59,74,31,43,1398849.415
8,28,152,53,99,1398209.516
34,44,58,21,37,1398109.521
23,66,60,21,39,1397769.19
16,18,138,55,83,1397658.008
19,43,78,32,46,1397279.69
7,32,158,53,105,1396979.097
18,45,76,31,45,1396769.532
21,38,80,34,46,1396710.159
9,88,74,24,50,1396554.642
17,45,82,34,48,1396529.591
21,69,56,21,35,1396499.267
25,36,74,31,43,1395069.728
17,22,114,44,70,1394704.244
15,67,70,24,46,1394669.725
25,61,56,21,35,1394649.657
35,68,42,16,26,1394325.83
15,82,60,20,40,1393794.97
22,43,70,32,38,1393039.749
26,86,42,14,28,1392949.466
13,95,60,20,40,1392324.122
37,41,58,21,37,1391969.483
38,40,58,21,37,1391969.483
26,48,64,22,42,1391749.125
17,76,64,21,43,1391690.286
31,73,42,15,27,1391500.341
24,65,58,22,36,1391349.364
25,42,68,30,38,1391289.063
19,48,74,32,42,1391220.023
26,62,54,21,33,1390959.522
7,97,80,28,52,1390313.776
8,100,74,23,51,1390274.172
9,24,162,58,104,1389709.031
13,92,60,20,40,1389504.343
40,58,44,16,28,1389459.817
33,38,64,26,38,1389319.242
34,37,64,26,38,1389319.242
12,92,60,20,40,1388924.363
34,35,64,25,39,1388899.219
25,86,44,15,29,1388880.129
26,41,68,29,39,1388629.006
13,66,78,29,49,1387668.556
5,42,154,52,102,1387629.782
7,99,78,26,52,1387623.931
17,47,76,31,45,1387139.551
34,68,42,15,27,1386970.362
27,35,72,32,40,1385359.379
9,89,74,24,50,1385294.584
26,39,72,30,42,1385259.375
11,23,140,54,86,1385199.362
7,33,162,53,109,1385058.686
19,47,78,32,46,1384880.081
11,30,114,45,69,1384389.842
12,29,114,45,69,1383529.783
41,59,42,16,26,1382464.895
15,24,112,45,67,1381894.382
33,70,42,15,27,1381670.556
33,69,42,15,27,1381330.225
20,39,82,34,48,1381239.943
30,42,66,25,41,1381129.398
20,31,94,36,58,1380970.164
33,34,64,27,37,1380939.742
31,72,42,15,27,1380610.107
24,85,48,16,32,1380209.911
9,30,138,51,87,1379469.576
8,32,152,53,99,1379148.872
34,70,42,16,26,1378855.908
25,83,48,16,32,1378850.145
27,45,66,25,41,1378849.416
19,73,58,23,35,1378844.679
23,40,72,31,41,1378819.728
8,29,156,52,104,1378248.382
20,44,76,31,45,1378200.392
13,28,114,44,70,1378034.566
12,74,76,24,52,1377969.628
46,51,44,17,27,1377174.856
10,99,64,21,43,1376963.523
12,93,60,20,40,1376594.187
39,62,42,16,26,1376445.264
13,18,158,56,102,1376409.567
13,89,60,20,40,1376314.207
12,28,112,44,68,1376279.005
30,78,42,15,27,1376145.751
38,63,42,16,26,1375935.108
29,43,66,25,41,1375859.476
20,72,56,21,35,1375299.267
44,55,42,16,26,1375164.7
32,50,52,20,32,1374809.571
12,71,78,26,52,1374540.038
5,39,166,52,114,1374490.476
23,90,46,15,31,1374489.601
20,46,74,32,42,1374369.436
13,93,60,20,40,1374194.334
26,63,54,20,34,1373809.91
16,79,60,21,39,1373235.108
12,19,158,58,100,1373110.105
17,52,76,32,44,1372940.332
19,46,76,31,45,1372490.138
27,47,64,22,42,1371829.398
45,52,44,17,27,1369944.875
10,81,76,24,52,1369815.234
35,65,44,16,28,1369450.342
39,60,42,16,26,1369354.738
30,55,52,21,31,1369249.756
12,24,138,52,86,1368898.243
40,59,42,16,26,1368654.738
33,68,44,16,28,1367970.361
33,72,42,16,26,1367415.869
29,77,42,15,27,1367320.263
23,39,74,30,44,1367069.728
13,90,60,20,40,1366834.031
13,72,74,24,50,1366739.452
5,50,146,49,97,1366724.953
25,85,44,15,29,1366450.342
38,64,42,16,26,1366405.225
19,42,80,33,47,1366190.138
14,17,158,56,102,1366088.768
24,90,44,15,29,1366029.739
12,70,80,28,52,1365249.511
20,71,56,21,35,1364849.172
31,52,52,20,32,1364839.55
30,41,64,26,38,1364799.123
16,36,96,38,58,1364410.055
9,99,70,22,48,1364014.111
24,88,46,16,30,1363869.972
44,53,44,17,27,1363814.895
12,21,144,53,91,1363569.089
17,48,80,31,49,1363549.708
5,51,140,49,91,1363475.051
7,31,160,54,106,1363159.613
31,41,64,25,39,1363049.711
23,35,78,33,45,1362840.041
12,73,78,24,54,1362209.861
27,81,44,15,29,1362080.225
33,37,64,26,38,1361759.572
24,89,44,15,29,1361749.66
10,96,64,21,43,1361513.914
42,56,42,16,26,1360774.758
15,37,96,37,59,1360674.019
13,88,60,20,40,1360614.109
38,62,42,16,26,1360594.776
17,46,80,33,47,1360539.842
39,61,42,16,26,1360524.757
21,31,90,36,54,1360409.471
43,55,42,16,26,1360074.758
10,97,64,21,43,1360053.953
34,67,42,15,27,1359850.342
44,54,42,16,26,1359524.563
13,94,60,20,40,1359004.2
23,29,86,36,50,1358859.276
40,61,42,16,26,1358815.186
41,58,42,16,26,1358294.582
20,42,76,32,44,1357560.061
41,56,46,16,30,1357350.051
13,71,74,24,50,1357289.354
21,41,78,32,46,1357230.179
25,40,70,30,40,1357199.515
26,40,66,30,36,1357169.336
37,63,42,16,26,1357044.971
24,39,72,32,40,1356989.455
22,38,76,32,44,1356960.062
23,91,46,15,31,1356899.952
32,33,66,30,36,1356759.668
47,50,44,17,27,1356534.914
48,49,44,17,27,1356534.914
34,36,64,26,38,1356349.611
23,41,70,32,38,1355879.593
14,61,78,32,46,1355819.433
12,30,118,45,73,1355760.15
27,85,40,14,26,1354799.856
21,45,72,32,40,1354679.593
27,84,42,14,28,1354369.583
24,66,56,22,34,1353959.519
15,17,144,55,89,1353748.68
28,58,52,20,32,1353269.58
29,76,42,15,27,1352110.204
18,47,80,31,49,1351750.099
20,43,76,31,45,1351660.06
24,87,44,15,29,1350150.44
42,57,42,16,26,1350124.563
45,53,42,16,26,1350124.563
45,54,42,16,26,1350004.739
31,76,42,15,27,1349905.712
5,48,142,50,92,1349644.974
18,68,62,22,40,1349640.138
8,25,172,63,109,1349439.988
7,100,78,26,52,1349318.608
11,77,78,24,54,1349229.298
31,40,64,26,38,1349139.262
36,63,44,16,28,1348960.401
29,33,72,32,40,1348609.183
42,58,42,16,26,1348495.168
16,23,112,44,68,1348364.206
26,87,40,14,26,1348239.651
13,64,80,30,50,1347859.179
5,44,148,53,95,1347540.035
12,23,142,53,89,1347258.251
19,32,94,36,58,1347140.085
46,53,42,16,26,1347114.895
44,56,42,16,26,1347015.187
45,55,42,16,26,1347015.187
22,68,58,22,36,1346959.033
29,35,70,31,39,1346249.513
7,35,146,52,94,1345429.489
29,58,52,19,33,1345129.833
28,79,42,15,27,1345070.263
32,39,64,26,38,1344969.242
24,41,70,31,39,1344899.613
23,43,72,30,42,1344819.436
9,87,78,24,54,1344649.954
25,84,46,16,30,1344230.03
30,35,66,30,36,1344109.668
31,34,66,30,36,1344109.668
16,55,76,32,44,1343929.686
36,46,52,21,31,1343679.688
39,59,44,16,28,1343589.992
31,33,70,31,39,1343079.591
7,37,144,51,93,1342729.783
19,40,82,33,49,1342349.904
13,21,138,53,85,1342159.129
8,30,154,52,102,1342018.745
9,100,68,20,48,1341934.132
22,69,58,22,36,1341724.464
24,37,74,31,43,1341469.825
10,100,64,20,44,1341094.089
